121;77.29;4.82;5.92;0;0;94912.27
122;77.09;4.82;5.96;0;0;94908.41
123;77.09;4.73;5.90;0;0;94908.95
124;76.98;4.77;5.89;0;0;94916.47
125;77.33;4.66;5.88;0;0;94908.09
126;78.37;4.54;5.81;1;0;94910.70
127;78.16;4.65;5.89;0;0;94910.20
128;77.02;4.66;5.89;1;0;94913.70
129;78.02;4.72;5.95;2;0;94915.11
130;78.02;4.75;5.98;3;0;94920.77
131;77.40;4.82;6.04;4;0;94923.55
132;76.46;4.94;6.07;8;0;94922.96
133;76.95;4.94;6.07;12;0;94921.56
134;76.46;4.85;6.00;15;0;94922.21
135;76.88;4.82;5.94;23;0;94920.34
136;76.78;4.85;5.94;30;0;94923.60
137;76.98;4.82;6.02;37;0;94930.03
138;77.61;4.73;5.95;48;0;94936.81
139;77.19;4.75;5.95;62;0;94931.66
140;77.40;4.86;6.02;80;0;94934.11
141;77.19;4.86;6.06;104;5;94931.20
142;77.71;4.85;5.94;121;5;94931.51
143;77.40;4.84;5.93;150;5;94940.83
144;78.12;4.72;5.87;144;5;94940.98
145;78.54;4.72;5.86;154;5;94945.55
146;78.33;4.78;5.95;173;11;94947.01
147;78.23;4.75;5.96;229;11;94944.80
148;78.16;4.65;5.84;303;16;94950.78
149;79.30;4.65;5.88;315;16;94954.17
150;78.99;4.67;5.89;394;22;94955.14
151;78.02;4.82;5.96;443;28;94959.08
152;77.15;4.92;6.02;448;28;94961.63
153;77.29;4.85;5.96;469;28;94962.27
154;77.36;4.94;5.97;482;28;94967.29
155;77.05;4.94;6.03;550;33;94969.03
156;77.57;4.96;6.03;589;33;94969.79
157;77.78;4.92;6.10;647;39;94969.53
158;78.19;4.89;6.09;648;39;94970.94
159;77.57;4.94;6.16;724;39;94974.70
160;76.53;5.06;6.22;898;50;94964.82
161;75.88;5.17;6.32;1004;56;94973.52
162;76.71;5.13;6.29;1084;61;94981.09
163;77.15;5.00;6.13;1063;61;94982.95
164;77.15;5.06;6.09;1221;73;94984.56
165;76.95;5.03;6.13;1307;78;94991.06
166;77.26;5.12;6.19;1207;73;94992.86
167;77.47;5.09;6.24;1254;73;94996.22
168;77.36;5.13;6.22;1237;73;94999.53
169;77.01;5.13;6.25;1172;67;95000.30
170;76.81;5.22;6.32;1058;61;95008.79
171;76.50;5.12;6.25;903;50;95004.70
172;77.67;5.02;6.15;924;56;95003.94
173;76.95;5.12;6.16;958;56;95008.41
174;77.05;5.07;6.16;1026;61;95009.38
175;77.05;5.04;6.19;1030;61;95009.52
176;77.26;5.06;6.17;1093;61;95006.92
177;76.61;5.15;6.27;1089;61;95010.66
178;77.78;5.07;6.28;1061;61;95013.49
179;77.78;5.06;6.29;1001;56;95014.41
180;77.98;5.07;6.27;851;50;95008.44
181;78.61;5.02;6.18;781;45;95011.72
182;78.92;4.99;6.12;695;39;95006.15
183;78.71;5.02;6.09;832;45;95012.73
184;78.88;5.15;6.17;1020;56;95014.77
185;77.64;5.20;6.30;1037;61;95016.41
186;77.98;5.09;6.25;943;56;95020.22
187;78.40;5.06;6.17;869;50;95024.23
188;78.30;5.03;6.17;946;56;95031.09
189;77.36;5.10;6.14;908;50;95033.17
190;77.64;5.18;6.26;933;56;95034.19
191;77.95;5.15;6.24;855;50;95035.25
192;78.36;5.18;6.25;890;50;95037.03
193;77.53;5.28;6.38;871;50;95040.48
194;76.81;5.28;6.38;985;56;95045.33
195;76.78;5.36;6.42;945;56;95045.19
196;76.67;5.35;6.42;880;50;95043.33
197;76.26;5.36;6.38;803;45;95047.51
198;76.57;5.35;6.41;884;50;95050.42
199;76.57;5.39;6.45;1090;61;95053.98
200;76.57;5.46;6.55;1138;67;95047.09
201;75.74;5.56;6.63;1207;67;95051.33
202;76.15;5.45;6.54;1269;73;95044.32
203;77.01;5.31;6.47;1261;73;95046.19
204;76.67;5.40;6.45;1220;67;95045.81
205;76.15;5.46;6.49;1411;78;95041.69
206;76.88;5.42;6.49;1682;95;95038.98
207;75.95;5.40;6.45;1641;95;95033.40
208;76.05;5.40;6.49;1385;78;95030.91
209;76.88;5.38;6.50;1339;78;95037.18
210;76.88;5.39;6.55;1201;67;95032.45
211;77.05;5.57;6.70;1184;67;95033.42
212;77.19;5.43;6.65;1206;67;95035.36
213;77.09;5.40;6.62;1183;67;95035.06
214;76.98;5.40;6.63;1159;67;95038.59
215;77.29;5.43;6.65;1243;73;95033.56
216;77.09;5.51;6.69;1395;78;95033.76
217;77.29;5.51;6.66;1387;78;95040.16
218;76.01;5.60;6.67;1329;73;95036.72
219;76.12;5.60;6.66;1066;61;95037.55
220;76.67;5.58;6.64;1008;56;95043.55
221;76.88;5.49;6.62;925;50;95044.70
222;77.29;5.58;6.68;863;50;95036.71
223;77.26;5.60;6.71;804;45;95037.39
224;77.29;5.46;6.56;798;45;95040.94
225;78.02;5.43;6.50;671;39;95037.56
226;77.81;5.49;6.55;725;39;95039.97
227;77.91;5.46;6.60;885;50;95033.88
228;78.22;5.40;6.57;917;50;95035.54
229;78.12;5.39;6.52;861;50;95034.28
230;78.74;5.45;6.53;832;45;95037.55
231;77.91;5.40;6.48;972;56;95038.44
232;77.91;5.48;6.52;878;50;95036.18
233;77.60;5.56;6.59;981;56;95034.38
234;77.87;5.63;6.71;1213;67;95035.92
235;78.39;5.61;6.75;1117;61;95037.52
236;77.77;5.64;6.78;1138;61;95038.95
237;78.95;5.56;6.69;1178;67;95041.20
238;78.81;5.58;6.70;969;56;95038.81
239;78.70;5.60;6.68;886;50;95042.59
240;78.70;5.68;6.74;1013;56;95046.84
241;78.29;5.68;6.80;833;45;95050.45
242;78.91;5.63;6.75;823;45;95050.27
243;79.67;5.54;6.66;1049;61;95052.25
244;79.26;5.54;6.66;1204;67;95050.78
245;79.98;5.57;6.71;1300;73;95051.72
246;78.29;5.63;6.76;1063;61;95056.23
247;79.84;5.61;6.75;924;50;95056.97
248;79.94;5.58;6.73;854;50;95061.73
249;79.12;5.64;6.71;1004;56;95063.70
250;79.02;5.68;6.76;1060;61;95056.47
251;78.91;5.76;6.84;972;56;95056.45
252;78.08;5.78;6.88;1013;56;95053.20
253;77.77;5.78;6.91;944;50;95053.83
254;78.50;5.72;6.82;886;50;95055.59
255;78.70;5.61;6.71;830;45;95054.00
256;78.60;5.58;6.69;823;45;95060.48
257;79.74;5.61;6.77;831;45;95066.83
258;80.05;5.60;6.74;836;45;95070.48
259;80.08;5.51;6.66;892;50;95069.91
260;80.29;5.57;6.69;768;45;95068.66
261;80.67;5.58;6.68;1179;67;95070.80
262;79.63;5.65;6.74;1514;84;95071.69
263;80.15;5.68;6.82;1503;84;95080.34
264;79.60;5.79;6.88;1662;90;95075.93
265;79.39;5.82;6.92;2121;118;95075.80
266;80.01;5.78;6.93;2141;118;95071.13
267;80.53;5.79;6.96;2262;123;95074.12
268;80.32;5.90;7.01;1967;106;95071.19
269;78.84;6.01;7.11;1709;95;95075.78
270;79.91;5.99;7.12;1945;106;95072.12
271;78.98;5.93;7.03;2116;118;95081.14
272;78.67;6.00;7.08;2255;123;95073.39
273;77.81;6.01;7.13;2385;135;95076.03
274;78.32;6.08;7.16;2263;123;95076.72
275;78.63;6.09;7.20;1851;101;95078.87
276;79.15;6.08;7.17;1527;84;95077.13
277;78.84;6.03;7.17;1254;73;95080.73
278;78.53;6.06;7.16;1203;67;95083.09
279;79.05;6.01;7.16;1061;61;95089.41
280;78.36;5.91;7.09;869;50;95093.01
281;79.53;5.78;6.98;790;45;95103.27
282;78.98;5.82;6.99;714;39;95106.63
283;79.80;5.85;7.03;757;45;95109.36
284;78.56;5.90;7.07;799;45;95107.42
285;78.98;5.86;7.07;775;45;95100.88
286;78.56;5.83;7.03;727;39;95112.86
287;78.56;5.86;7.08;650;39;95114.11
288;78.88;5.85;7.05;566;33;95119.13
289;78.88;5.81;7.01;517;28;95123.77
290;78.36;5.78;7.01;453;22;95131.95
291;78.67;5.76;6.99;412;22;95129.58
292;77.53;5.85;7.03;369;22;95126.20
293;78.81;5.76;6.98;307;16;95134.92
294;78.39;5.75;6.95;269;11;95140.27
295;78.39;5.74;6.92;255;11;95140.05
296;79.12;5.72;6.87;246;11;95142.41
297;78.91;5.65;6.84;231;11;95151.00
298;78.19;5.68;6.85;212;11;95156.65
299;79.02;5.64;6.86;218;11;95156.48
300;78.81;5.71;6.94;213;11;95167.00
301;78.60;5.71;6.88;198;11;95168.45
302;78.91;5.63;6.83;181;11;95176.02
303;79.33;5.63;6.80;162;5;95175.98
304;79.02;5.71;6.85;139;5;95179.70
305;78.70;5.67;6.84;113;5;95186.41
306;78.39;5.74;6.91;98;5;95190.66
307;78.50;5.67;6.85;79;0;95189.08
308;78.91;5.61;6.82;58;0;95191.17
309;79.16;5.57;6.75;41;0;95198.18
310;78.91;5.67;6.84;29;0;95200.70
311;78.91;5.65;6.83;23;0;95206.13
312;78.60;5.67;6.84;20;0;95204.72
313;79.67;5.57;6.82;15;0;95207.61
314;79.88;5.60;6.84;13;0;95209.84
315;80.29;5.51;6.81;11;0;95208.83
316;79.22;5.65;6.89;7;0;95211.05
317;79.53;5.75;6.97;5;0;95209.06
318;78.91;5.71;6.92;4;0;95215.02
319;79.63;5.64;6.91;3;0;95213.23
320;79.63;5.64;6.88;2;0;95215.97
321;80.29;5.51;6.75;1;0;95222.14
322;81.12;5.45;6.67;1;0;95220.17
323;80.81;5.53;6.73;0;0;95224.61
324;81.12;5.49;6.74;0;0;95228.59
325;81.64;5.43;6.70;0;0;95229.38
326;82.57;5.46;6.69;0;0;95228.89
327;82.15;5.42;6.67;0;0;95232.83
328;82.46;5.42;6.64;0;0;95231.95
329;82.05;5.36;6.63;0;0;95238.27
330;82.26;5.39;6.63;0;0;95241.12
331;81.64;5.53;6.74;0;0;95247.00
332;81.54;5.53;6.78;0;0;95241.38
333;81.95;5.53;6.75;0;0;95246.17
334;81.43;5.58;6.81;0;0;95249.78
335;80.98;5.67;6.93;0;0;95255.30
336;80.57;5.74;6.97;0;0;95259.09
337;81.29;5.63;6.89;0;0;95262.55
338;80.77;5.67;6.90;0;0;95268.98
339;80.67;5.71;6.96;0;0;95273.27
340;80.67;5.65;6.92;0;0;95270.84
341;80.98;5.64;6.89;0;0;95274.16
342;80.77;5.68;6.94;0;0;95278.67
343;80.88;5.71;6.98;0;0;95278.97
344;80.01;5.79;7.04;0;0;95282.82
345;79.91;5.78;7.07;1;0;95290.09
346;81.09;5.63;6.98;1;0;95296.30
347;80.77;5.75;7.08;0;0;95295.22
348;80.22;5.79;7.11;0;0;95303.86
349;80.11;5.79;7.11;0;0;95308.34
350;79.91;5.82;7.17;0;0;95308.56
351;79.49;5.86;7.20;0;0;95311.94
352;79.08;5.83;7.17;0;0;95320.08
353;79.80;5.82;7.23;0;0;95319.77
354;78.88;5.79;7.16;0;0;95319.27
355;79.74;5.76;7.17;0;0;95327.92
356;80.05;5.75;7.13;0;0;95335.74
357;79.60;5.79;7.17;0;0;95331.13
358;79.60;5.86;7.17;0;0;95336.69
359;79.70;5.82;7.14;0;0;95335.89
360;79.29;5.86;7.15;0;0;95342.77
361;79.60;5.78;7.11;0;0;95342.30
362;80.46;5.72;7.05;0;0;95343.25
363;80.40;5.54;6.89;0;0;95346.16
364;81.64;5.45;6.84;0;0;95347.17
365;81.88;5.27;6.62;0;0;95355.67
366;82.29;5.25;6.60;0;0;95360.20
367;82.19;5.25;6.59;0;0;95362.88
368;81.95;5.39;6.77;0;0;95370.19
369;81.23;5.46;6.84;0;0;95381.92
370;81.23;5.45;6.79;0;0;95384.89
371;81.33;5.38;6.73;0;0;95385.51
372;80.91;5.53;6.88;0;0;95388.61
373;80.57;5.63;7.02;0;0;95393.97
374;80.91;5.48;6.79;0;0;95389.95
375;81.02;5.45;6.84;0;0;95393.76
376;80.15;5.61;6.93;0;0;95397.14
377;80.26;5.65;6.98;0;0;95402.91
378;79.60;5.81;7.10;0;0;95406.51
379;79.22;5.76;7.11;0;0;95407.78
380;79.43;5.76;7.03;0;0;95406.88
381;80.05;5.58;6.91;0;0;95411.38
382;79.67;5.56;6.86;0;0;95407.16
383;79.53;5.58;6.95;0;0;95410.78
384;79.05;5.57;6.92;0;0;95419.63
385;79.77;5.43;6.76;0;0;95417.47
386;80.85;5.30;6.66;0;0;95423.81
387;81.37;5.18;6.53;0;0;95422.58
388;80.29;5.43;6.78;0;0;95435.25
389;80.29;5.45;6.82;0;0;95433.76
390;79.74;5.58;6.93;0;0;95439.49
391;79.33;5.63;6.96;0;0;95435.95
392;79.57;5.54;6.93;0;0;95439.49
393;79.53;5.64;7.02;0;0;95442.30
394;79.53;5.64;6.98;0;0;95448.05
395;79.22;5.71;7.03;1;0;95442.30
396;79.43;5.67;7.02;0;0;95442.95
397;79.12;5.67;7.04;0;0;95447.50
398;79.43;5.63;7.00;0;0;95455.23
399;80.29;5.54;6.89;0;0;95454.23
400;80.40;5.54;6.92;0;0;95463.38
401;79.63;5.65;7.03;0;0;95467.88
402;78.81;5.67;7.04;0;0;95468.27
403;78.81;5.63;7.00;0;0;95469.13
404;79.22;5.72;7.13;0;0;95478.53
405;78.91;5.71;7.08;0;0;95481.42
406;78.25;5.82;7.14;0;0;95481.31
407;77.84;5.85;7.19;0;0;95485.34
408;78.25;5.78;7.11;0;0;95488.58
409;78.81;5.61;6.94;0;0;95487.23
410;79.05;5.57;6.94;0;0;95493.45
411;79.26;5.58;6.92;0;0;95497.55
412;80.29;5.39;6.75;0;0;95501.22
413;80.74;5.33;6.66;0;0;95514.59
414;80.64;5.27;6.60;0;0;95516.10
415;81.82;5.02;6.34;0;0;95516.20
416;83.51;4.91;6.17;0;0;95523.11
417;81.82;5.04;6.36;0;0;95526.81
418;81.37;5.22;6.57;0;0;95530.81
419;81.26;5.15;6.48;0;0;95531.91
420;81.26;5.17;6.49;0;0;95538.44
421;80.54;5.35;6.65;0;0;95542.53
422;81.40;5.12;6.42;0;0;95543.88
423;82.13;5.02;6.30;0;0;95555.73
424;81.71;5.10;6.42;0;0;95558.58
425;82.34;5.03;6.32;0;0;95563.91
426;81.71;5.12;6.45;0;0;95564.84
427;81.51;5.12;6.43;0;0;95574.00
428;81.47;5.22;6.59;0;0;95568.72
429;81.20;5.12;6.43;0;0;95576.70
430;83.31;4.91;6.23;0;0;95580.66
