ID;Humidity;Temperature1;Temperature2;Lux;UV;Pressure;Lat;Lon;Altitude;Speed;p25;p10
101;72.24;9.39;10.76;87;5;96067.05;8.509260932;47.41045637;515.4;1.24;21.9;26.3
102;72.44;9.35;10.71;81;5;96069.84;8.509301774;47.41049322;515.4;1.24;21.7;26.2
103;72.68;9.33;10.68;87;5;96072.66;8.509260251;47.41053818;515.4;1.24;21.7;27
104;72.89;9.31;10.66;88;5;96077.45;8.509218728;47.41058314;515.4;1.24;21.7;25.9
105;72.99;9.28;10.62;83;5;96083.59;8.509189413;47.41061488;515.4;1.24;22;26.4
106;73.1;9.26;10.6;81;5;96091.19;8.509237944;47.41065649;515.4;1.24;22.3;26.6
107;73.19;9.24;10.58;91;5;96098.37;8.509286474;47.41069809;515.4;1.24;22.6;26.8
108;73.3;9.26;10.56;83;5;96101.25;8.509335005;47.41073969;515.4;1.24;22.7;28.1
109;73.4;9.24;10.53;75;5;96105.88;8.509383536;47.41078129;515.4;1.24;22.6;28.5
110;73.4;9.24;10.51;85;5;96109.88;8.509432068;47.41082289;515.4;1.24;22.6;28.4
111;73.61;9.21;10.47;92;5;96116.38;8.509480599;47.41086449;515.4;1.24;22.8;28.9
112;73.71;9.2;10.43;93;5;96117;8.509526497;47.41090383;515.4;1.24;22.6;28.4
113;73.81;9.14;10.37;92;5;96122.5;8.509456058;47.41092685;515.4;1.24;22.2;28
114;74.02;9.1;10.31;74;0;96133.06;8.509385619;47.41094986;515.4;1.24;21.8;27.3
115;74.26;9.08;10.26;79;5;96138.36;8.50931518;47.41097287;515.4;1.24;21.5;26.9
116;74.46;9.04;10.25;85;5;96151.22;8.50924474;47.41099589;515.4;1.24;21.9;28.9
117;74.57;9.02;10.23;79;5;96155.58;8.509174301;47.4110189;515.4;1.24;21.5;27.8
118;74.77;9.01;10.2;81;5;96159.14;8.509103862;47.41104191;515.4;1.24;21.5;27.8
119;74.87;8.99;10.18;85;5;96168.85;8.509033422;47.41106492;515.4;1.24;21.4;26.5
120;74.98;8.98;10.16;73;5;96174.06;8.508962982;47.41108794;515.4;1.24;21.2;25.6
121;74.98;8.95;10.14;83;5;96179.07;8.508892543;47.41111095;515.4;1.24;21.1;25
122;74.98;8.92;10.11;78;0;96180.17;8.508822103;47.41113396;515.4;1.24;21.3;25.8
123;74.98;8.87;10.06;80;5;96185.29;8.508751663;47.41115697;515.4;1.24;21.4;25.5
124;75.12;8.86;10;77;5;96185.25;8.508681224;47.41117999;515.4;1.24;21;25.2
125;75.32;8.83;9.98;80;5;96193.22;8.508610784;47.411203;515.4;1.24;20.9;23.8
