"Series;""Time"";""Value""",
"PM10;""2018-12-04T18:15:00+01:00"";2",808
"PM10;""2018-12-04T18:30:00+01:00"";2",791
"PM10;""2018-12-04T18:45:00+01:00"";2",787
"PM10;""2018-12-04T19:00:00+01:00"";2",767
"PM10;""2018-12-04T19:15:00+01:00"";2",768
"PM10;""2018-12-04T19:30:00+01:00"";2",78
"PM10;""2018-12-04T19:45:00+01:00"";2",814
"PM10;""2018-12-04T20:00:00+01:00"";2",849
"PM10;""2018-12-04T20:15:00+01:00"";2",869
"PM10;""2018-12-04T20:30:00+01:00"";2",88
"PM10;""2018-12-04T20:45:00+01:00"";2",896
"PM10;""2018-12-04T21:00:00+01:00"";2",926
"PM10;""2018-12-04T21:15:00+01:00"";2",967
"PM10;""2018-12-04T21:30:00+01:00"";3",37
"PM10;""2018-12-04T21:45:00+01:00"";3",208
"PM10;""2018-12-04T22:00:00+01:00"";3",247
"PM10;""2018-12-04T22:15:00+01:00"";3",325
"PM10;""2018-12-04T22:30:00+01:00"";3",424
"PM10;""2018-12-04T22:45:00+01:00"";3",568
"PM10;""2018-12-04T23:00:00+01:00"";3",704
"PM10;""2018-12-04T23:15:00+01:00"";3",882
"PM10;""2018-12-04T23:30:00+01:00"";4",53
"PM10;""2018-12-04T23:45:00+01:00"";4",209
"PM10;""2018-12-05T00:00:00+01:00"";4",356
"PM10;""2018-12-05T00:15:00+01:00"";4",533
"PM10;""2018-12-05T00:30:00+01:00"";4",707
"PM10;""2018-12-05T00:45:00+01:00"";4",88
"PM10;""2018-12-05T01:00:00+01:00"";5",65
"PM10;""2018-12-05T01:15:00+01:00"";5",289
"PM10;""2018-12-05T01:30:00+01:00"";5",532
"PM10;""2018-12-05T01:45:00+01:00"";5",775
"PM10;""2018-12-05T02:00:00+01:00"";6",55
"PM10;""2018-12-05T02:15:00+01:00"";6",35
"PM10;""2018-12-05T02:30:00+01:00"";6",709
"PM10;""2018-12-05T02:45:00+01:00"";7",21
"PM10;""2018-12-05T03:00:00+01:00"";7",291
"PM10;""2018-12-05T03:15:00+01:00"";7",566
"PM10;""2018-12-05T03:30:00+01:00"";7",861
"PM10;""2018-12-05T03:45:00+01:00"";8",141
"PM10;""2018-12-05T04:00:00+01:00"";8",46
"PM10;""2018-12-05T04:15:00+01:00"";8",844
"PM10;""2018-12-05T04:30:00+01:00"";9",282
"PM10;""2018-12-05T04:45:00+01:00"";9",753
"PM10;""2018-12-05T05:00:00+01:00"";10",248
"PM10;""2018-12-05T05:15:00+01:00"";10",713
"PM10;""2018-12-05T05:30:00+01:00"";11",165
"PM10;""2018-12-05T05:45:00+01:00"";11",668
"PM10;""2018-12-05T06:00:00+01:00"";12",198
"PM10;""2018-12-05T06:15:00+01:00"";12",742
"PM10;""2018-12-05T06:30:00+01:00"";13",295
"PM10;""2018-12-05T06:45:00+01:00"";13",855
"PM10;""2018-12-05T07:00:00+01:00"";14",415
"PM10;""2018-12-05T07:15:00+01:00"";14",956
"PM10;""2018-12-05T07:30:00+01:00"";15",458
"PM10;""2018-12-05T07:45:00+01:00"";15",884
"PM10;""2018-12-05T08:00:00+01:00"";16",289
"PM10;""2018-12-05T08:15:00+01:00"";16",725
"PM10;""2018-12-05T08:30:00+01:00"";17",193
"PM10;""2018-12-05T08:45:00+01:00"";17",601
"PM10;""2018-12-05T09:00:00+01:00"";18",8
"PM10;""2018-12-05T09:15:00+01:00"";18",569
"PM10;""2018-12-05T09:30:00+01:00"";19",63
"PM10;""2018-12-05T09:45:00+01:00"";19",562
"PM10;""2018-12-05T10:00:00+01:00"";20",107
"PM10;""2018-12-05T10:15:00+01:00"";20",606
"PM10;""2018-12-05T10:30:00+01:00"";21",88
"PM10;""2018-12-05T10:45:00+01:00"";21",638
"PM10;""2018-12-05T11:00:00+01:00"";22",226
"PM10;""2018-12-05T11:15:00+01:00"";22",676
"PM10;""2018-12-05T11:30:00+01:00"";23",143
"PM10;""2018-12-05T11:45:00+01:00"";23",667
"PM10;""2018-12-05T12:00:00+01:00"";24",188
"PM10;""2018-12-05T12:15:00+01:00"";24",631
"PM10;""2018-12-05T12:30:00+01:00"";25",43
"PM10;""2018-12-05T12:45:00+01:00"";25",482
"PM10;""2018-12-05T13:00:00+01:00"";25",991
"PM10;""2018-12-05T13:15:00+01:00"";26",471
"PM10;""2018-12-05T13:30:00+01:00"";26",965
"PM10;""2018-12-05T13:45:00+01:00"";27",417
"PM10;""2018-12-05T14:00:00+01:00"";27",867
"PM10;""2018-12-05T14:15:00+01:00"";28",299
"PM10;""2018-12-05T14:30:00+01:00"";28",72
"PM10;""2018-12-05T14:45:00+01:00"";29",102
"PM10;""2018-12-05T15:00:00+01:00"";29",463
"PM10;""2018-12-05T15:15:00+01:00"";29",746
"PM10;""2018-12-05T15:30:00+01:00"";30",16
"PM10;""2018-12-05T15:45:00+01:00"";30",303
"PM10;""2018-12-05T16:00:00+01:00"";30",648
"PM10;""2018-12-05T16:15:00+01:00"";30",954
"PM10;""2018-12-05T16:30:00+01:00"";31",222
"PM10;""2018-12-05T16:45:00+01:00"";31",502
"PM10;""2018-12-05T17:00:00+01:00"";31",684
"PM10;""2018-12-05T17:15:00+01:00"";31",933
"PM10;""2018-12-05T17:30:00+01:00"";32",195
"PM10;""2018-12-05T17:45:00+01:00"";32",479
"PM10;""2018-12-05T18:00:00+01:00"";32",786
"PM10;""2018-12-05T18:15:00+01:00"";33",91
"PM10;""2018-12-05T18:30:00+01:00"";33",41
"PM10;""2018-12-05T18:45:00+01:00"";33",712
"PM10;""2018-12-05T19:00:00+01:00"";34",26
"PM10;""2018-12-05T19:15:00+01:00"";34",342
"PM10;""2018-12-05T19:30:00+01:00"";34",655
"PM10;""2018-12-05T19:45:00+01:00"";34",965
"PM10;""2018-12-05T20:00:00+01:00"";35",335
"PM10;""2018-12-05T20:15:00+01:00"";35",72
"PM10;""2018-12-05T20:30:00+01:00"";36",95
"PM10;""2018-12-05T20:45:00+01:00"";36",457
"PM10;""2018-12-05T21:00:00+01:00"";36",847
"PM10;""2018-12-05T21:15:00+01:00"";37",22
"PM10;""2018-12-05T21:30:00+01:00"";37",624
"PM10;""2018-12-05T21:45:00+01:00"";37",959
"PM10;""2018-12-05T22:00:00+01:00"";38",352
"PM10;""2018-12-05T22:15:00+01:00"";38",667
"PM10;""2018-12-05T22:30:00+01:00"";38",959
"PM10;""2018-12-05T22:45:00+01:00"";39",188
"PM10;""2018-12-05T23:00:00+01:00"";39",463
"PM10;""2018-12-05T23:15:00+01:00"";39",629
"PM10;""2018-12-05T23:30:00+01:00"";39",814
"PM10;""2018-12-05T23:45:00+01:00"";40",48
"PM10;""2018-12-06T00:00:00+01:00"";40",317
"PM10;""2018-12-06T00:15:00+01:00"";40",562
"PM10;""2018-12-06T00:30:00+01:00"";40",788
"PM10;""2018-12-06T00:45:00+01:00"";40",997
"PM10;""2018-12-06T01:00:00+01:00"";41",169
"PM10;""2018-12-06T01:15:00+01:00"";41",284
"PM10;""2018-12-06T01:30:00+01:00"";41",364
"PM10;""2018-12-06T01:45:00+01:00"";41",468
"PM10;""2018-12-06T02:00:00+01:00"";41",558
"PM10;""2018-12-06T02:15:00+01:00"";41",58
"PM10;""2018-12-06T02:30:00+01:00"";41",516
"PM10;""2018-12-06T02:45:00+01:00"";41",489
"PM10;""2018-12-06T03:00:00+01:00"";41",49
"PM10;""2018-12-06T03:15:00+01:00"";41",491
"PM10;""2018-12-06T03:30:00+01:00"";41",465
"PM10;""2018-12-06T03:45:00+01:00"";41",427
"PM10;""2018-12-06T04:00:00+01:00"";41",295
"PM10;""2018-12-06T04:15:00+01:00"";41",122
"PM10;""2018-12-06T04:30:00+01:00"";40",883
"PM10;""2018-12-06T04:45:00+01:00"";40",597
"PM10;""2018-12-06T05:00:00+01:00"";40",313
"PM10;""2018-12-06T05:15:00+01:00"";40",59
"PM10;""2018-12-06T05:30:00+01:00"";39",821
"PM10;""2018-12-06T05:45:00+01:00"";39",512
"PM10;""2018-12-06T06:00:00+01:00"";39",26
"PM10;""2018-12-06T06:15:00+01:00"";38",865
"PM10;""2018-12-06T06:30:00+01:00"";38",473
"PM10;""2018-12-06T06:45:00+01:00"";38",121
"PM10;""2018-12-06T07:00:00+01:00"";37",747
"PM10;""2018-12-06T07:15:00+01:00"";37",398
"PM10;""2018-12-06T07:30:00+01:00"";37",68
"PM10;""2018-12-06T07:45:00+01:00"";36",789
"PM10;""2018-12-06T08:00:00+01:00"";36",507
"PM10;""2018-12-06T08:15:00+01:00"";36",221
"PM10;""2018-12-06T08:30:00+01:00"";35",897
"PM10;""2018-12-06T08:45:00+01:00"";35",615
"PM10;""2018-12-06T09:00:00+01:00"";35",294
"PM10;""2018-12-06T09:15:00+01:00"";34",971
"PM10;""2018-12-06T09:30:00+01:00"";34",657
"PM10;""2018-12-06T09:45:00+01:00"";34",304
"PM10;""2018-12-06T10:00:00+01:00"";33",894
"PM10;""2018-12-06T10:15:00+01:00"";33",551
"PM10;""2018-12-06T10:30:00+01:00"";33",385
"PM10;""2018-12-06T10:45:00+01:00"";33",3
"PM10;""2018-12-06T11:00:00+01:00"";32",596
"PM10;""2018-12-06T11:15:00+01:00"";32",29
"PM10;""2018-12-06T11:30:00+01:00"";31",951
"PM10;""2018-12-06T11:45:00+01:00"";31",53
"PM10;""2018-12-06T12:00:00+01:00"";31",152
"PM10;""2018-12-06T12:15:00+01:00"";30",858
"PM10;""2018-12-06T12:30:00+01:00"";30",499
"PM10;""2018-12-06T12:45:00+01:00"";30",123
"PM10;""2018-12-06T13:00:00+01:00"";29",748
"PM10;""2018-12-06T13:15:00+01:00"";29",329
"PM10;""2018-12-06T13:30:00+01:00"";28",848
"PM10;""2018-12-06T13:45:00+01:00"";28",389
"PM10;""2018-12-06T14:00:00+01:00"";27",93
"PM10;""2018-12-06T14:15:00+01:00"";27",499
"PM10;""2018-12-06T14:30:00+01:00"";27",78
"PM10;""2018-12-06T14:45:00+01:00"";26",735
"PM2.5;""2018-11-29T14:15:00+01:00"";23",851
"PM2.5;""2018-11-29T14:30:00+01:00"";23",959
"PM2.5;""2018-11-29T14:45:00+01:00"";24",83
"PM2.5;""2018-11-29T15:00:00+01:00"";24",221
"PM2.5;""2018-11-29T15:15:00+01:00"";24",35
"PM2.5;""2018-11-29T15:30:00+01:00"";24",47
"PM2.5;""2018-11-29T15:45:00+01:00"";24",583
"PM2.5;""2018-11-29T16:00:00+01:00"";24",671
"PM2.5;""2018-11-29T16:15:00+01:00"";24",806
"PM2.5;""2018-11-29T16:30:00+01:00"";25",5
"PM2.5;""2018-11-29T16:45:00+01:00"";25",179
"PM2.5;""2018-11-29T17:00:00+01:00"";25",3
"PM2.5;""2018-11-29T17:15:00+01:00"";25",386
"PM2.5;""2018-11-29T17:30:00+01:00"";25",453
"PM2.5;""2018-11-29T17:45:00+01:00"";25",509
"PM2.5;""2018-11-29T18:00:00+01:00"";25",558
"PM2.5;""2018-11-29T18:15:00+01:00"";25",589
"PM2.5;""2018-11-29T18:30:00+01:00"";25",628
"PM2.5;""2018-11-29T18:45:00+01:00"";25",662
"PM2.5;""2018-11-29T19:00:00+01:00"";25",708
"PM2.5;""2018-11-29T19:15:00+01:00"";25",755
"PM2.5;""2018-11-29T19:30:00+01:00"";25",809
"PM2.5;""2018-11-29T19:45:00+01:00"";25",821
"PM2.5;""2018-11-29T20:00:00+01:00"";25",861
"PM2.5;""2018-11-29T20:15:00+01:00"";25",924
"PM2.5;""2018-11-29T20:30:00+01:00"";25",965
"PM2.5;""2018-11-29T20:45:00+01:00"";26",3
"PM2.5;""2018-11-29T21:00:00+01:00"";26",88
"PM2.5;""2018-11-29T21:15:00+01:00"";26",145
"PM2.5;""2018-11-29T21:30:00+01:00"";26",206
"PM2.5;""2018-11-29T21:45:00+01:00"";26",293
"PM2.5;""2018-11-29T22:00:00+01:00"";26",375
"PM2.5;""2018-11-29T22:15:00+01:00"";26",454
"PM2.5;""2018-11-29T22:30:00+01:00"";26",562
"PM2.5;""2018-11-29T22:45:00+01:00"";26",666
"PM2.5;""2018-11-29T23:00:00+01:00"";26",779
"PM2.5;""2018-11-29T23:15:00+01:00"";26",854
"PM2.5;""2018-11-29T23:30:00+01:00"";26",901
"PM2.5;""2018-11-29T23:45:00+01:00"";26",945
"PM2.5;""2018-11-30T00:00:00+01:00"";26",96
"PM2.5;""2018-11-30T00:15:00+01:00"";26",988
"PM2.5;""2018-11-30T00:30:00+01:00"";27",7
"PM2.5;""2018-11-30T00:45:00+01:00"";26",997
"PM2.5;""2018-11-30T01:00:00+01:00"";27",9
"PM2.5;""2018-11-30T01:15:00+01:00"";27",38
"PM2.5;""2018-11-30T01:30:00+01:00"";27",83
"PM2.5;""2018-11-30T01:45:00+01:00"";27",131
"PM2.5;""2018-11-30T02:00:00+01:00"";27",14
"PM2.5;""2018-11-30T02:15:00+01:00"";27",17
"PM2.5;""2018-11-30T02:30:00+01:00"";27",188
"PM2.5;""2018-11-30T02:45:00+01:00"";27",214
"PM2.5;""2018-11-30T03:00:00+01:00"";27",228
"PM2.5;""2018-11-30T03:15:00+01:00"";27",308
"PM2.5;""2018-11-30T03:30:00+01:00"";27",422
"PM2.5;""2018-11-30T03:45:00+01:00"";27",455
"PM2.5;""2018-11-30T04:00:00+01:00"";27",472
"PM2.5;""2018-11-30T04:15:00+01:00"";27",479
"PM2.5;""2018-11-30T04:30:00+01:00"";27",488
"PM2.5;""2018-11-30T04:45:00+01:00"";27",531
"PM2.5;""2018-11-30T05:00:00+01:00"";27",548
"PM2.5;""2018-11-30T05:15:00+01:00"";27",532
"PM2.5;""2018-11-30T05:30:00+01:00"";27",502
"PM2.5;""2018-11-30T05:45:00+01:00"";27",415
"PM2.5;""2018-11-30T06:00:00+01:00"";27",286
"PM2.5;""2018-11-30T06:15:00+01:00"";27",187
"PM2.5;""2018-11-30T06:30:00+01:00"";27",22
"PM2.5;""2018-11-30T06:45:00+01:00"";27",232
"PM2.5;""2018-11-30T07:00:00+01:00"";27",198
"PM2.5;""2018-11-30T07:15:00+01:00"";27",118
"PM2.5;""2018-11-30T07:30:00+01:00"";27",98
"PM2.5;""2018-11-30T07:45:00+01:00"";27",68
"PM2.5;""2018-11-30T08:00:00+01:00"";27",46
"PM2.5;""2018-11-30T08:15:00+01:00"";27",28
"PM2.5;""2018-11-30T08:30:00+01:00"";26",997
"PM2.5;""2018-11-30T08:45:00+01:00"";26",981
"PM2.5;""2018-11-30T09:00:00+01:00"";26",948
"PM2.5;""2018-11-30T09:15:00+01:00"";26",891
"PM2.5;""2018-11-30T09:30:00+01:00"";26",866
"PM2.5;""2018-11-30T09:45:00+01:00"";26",797
"PM2.5;""2018-11-30T10:00:00+01:00"";26",758
"PM2.5;""2018-11-30T10:15:00+01:00"";26",633
"PM2.5;""2018-11-30T10:30:00+01:00"";26",551
"PM2.5;""2018-11-30T10:45:00+01:00"";26",464
"PM2.5;""2018-11-30T11:00:00+01:00"";26",419
"PM2.5;""2018-11-30T11:15:00+01:00"";26",327
"PM2.5;""2018-11-30T11:30:00+01:00"";26",27
"PM2.5;""2018-11-30T11:45:00+01:00"";26",214
"PM2.5;""2018-11-30T12:00:00+01:00"";26",57
"PM2.5;""2018-11-30T12:15:00+01:00"";25",871
"PM2.5;""2018-11-30T12:30:00+01:00"";25",707
"PM2.5;""2018-11-30T12:45:00+01:00"";25",502
"PM2.5;""2018-11-30T13:00:00+01:00"";25",299
"PM2.5;""2018-11-30T13:15:00+01:00"";25",141
"PM2.5;""2018-11-30T13:30:00+01:00"";24",975
"PM2.5;""2018-11-30T13:45:00+01:00"";24",793
"PM2.5;""2018-11-30T14:00:00+01:00"";24",669
"PM2.5;""2018-11-30T14:15:00+01:00"";24",536
"PM2.5;""2018-11-30T14:30:00+01:00"";24",399
"PM2.5;""2018-11-30T14:45:00+01:00"";24",265
"PM2.5;""2018-11-30T15:00:00+01:00"";24",115
"PM2.5;""2018-11-30T15:15:00+01:00"";23",97
"PM2.5;""2018-11-30T15:30:00+01:00"";23",843
"PM2.5;""2018-11-30T15:45:00+01:00"";23",683
"PM2.5;""2018-11-30T16:00:00+01:00"";23",541
"PM2.5;""2018-11-30T16:15:00+01:00"";23",357
"PM2.5;""2018-11-30T16:30:00+01:00"";23",93
"PM2.5;""2018-11-30T16:45:00+01:00"";22",851
"PM2.5;""2018-11-30T17:00:00+01:00"";22",62
"PM2.5;""2018-11-30T17:15:00+01:00"";22",405
"PM2.5;""2018-11-30T17:30:00+01:00"";22",182
"PM2.5;""2018-11-30T17:45:00+01:00"";21",964
"PM2.5;""2018-11-30T18:00:00+01:00"";21",761
"PM2.5;""2018-11-30T18:15:00+01:00"";21",589
"PM2.5;""2018-11-30T18:30:00+01:00"";21",422
"PM2.5;""2018-11-30T18:45:00+01:00"";21",245
"PM2.5;""2018-11-30T19:00:00+01:00"";21",82
"PM2.5;""2018-11-30T19:15:00+01:00"";20",91
"PM2.5;""2018-11-30T19:30:00+01:00"";20",716
"PM2.5;""2018-11-30T19:45:00+01:00"";20",517
"PM2.5;""2018-11-30T20:00:00+01:00"";20",339
"PM2.5;""2018-11-30T20:15:00+01:00"";20",136
"PM2.5;""2018-11-30T20:30:00+01:00"";19",94
"PM2.5;""2018-11-30T20:45:00+01:00"";19",738
"PM2.5;""2018-11-30T21:00:00+01:00"";19",513
"PM2.5;""2018-11-30T21:15:00+01:00"";19",276
"PM2.5;""2018-11-30T21:30:00+01:00"";19",27
"PM2.5;""2018-11-30T21:45:00+01:00"";18",776
"PM2.5;""2018-11-30T22:00:00+01:00"";18",542
"PM2.5;""2018-11-30T22:15:00+01:00"";18",315
"PM2.5;""2018-11-30T22:30:00+01:00"";18",9
"PM2.5;""2018-11-30T22:45:00+01:00"";17",887
"PM2.5;""2018-11-30T23:00:00+01:00"";17",674
"PM2.5;""2018-11-30T23:15:00+01:00"";17",493
"PM2.5;""2018-11-30T23:30:00+01:00"";17",347
"PM2.5;""2018-11-30T23:45:00+01:00"";17",234
"PM2.5;""2018-12-01T00:00:00+01:00"";17",13
"PM2.5;""2018-12-01T00:15:00+01:00"";17",27
"PM2.5;""2018-12-01T00:30:00+01:00"";16",924
"PM2.5;""2018-12-01T00:45:00+01:00"";16",837
"PM2.5;""2018-12-01T01:00:00+01:00"";16",766
"PM2.5;""2018-12-01T01:15:00+01:00"";16",682
"PM2.5;""2018-12-01T01:30:00+01:00"";16",61
"PM2.5;""2018-12-01T01:45:00+01:00"";16",541
"PM2.5;""2018-12-01T02:00:00+01:00"";16",514
"PM2.5;""2018-12-01T02:15:00+01:00"";16",49
"PM2.5;""2018-12-01T02:30:00+01:00"";16",476
"PM2.5;""2018-12-01T02:45:00+01:00"";16",452
"PM2.5;""2018-12-01T03:00:00+01:00"";16",432
"PM2.5;""2018-12-01T03:15:00+01:00"";16",355
"PM2.5;""2018-12-01T03:30:00+01:00"";16",261
"PM2.5;""2018-12-01T03:45:00+01:00"";16",275
"PM2.5;""2018-12-01T04:00:00+01:00"";16",298
"PM2.5;""2018-12-01T04:15:00+01:00"";16",317
"PM2.5;""2018-12-01T04:30:00+01:00"";16",321
"PM2.5;""2018-12-01T04:45:00+01:00"";16",325
"PM2.5;""2018-12-01T05:00:00+01:00"";16",338
"PM2.5;""2018-12-01T05:15:00+01:00"";16",349
"PM2.5;""2018-12-01T05:30:00+01:00"";16",36
"PM2.5;""2018-12-01T05:45:00+01:00"";16",417
"PM2.5;""2018-12-01T06:00:00+01:00"";16",515
"PM2.5;""2018-12-01T06:15:00+01:00"";16",567
"PM2.5;""2018-12-01T06:30:00+01:00"";16",483
"PM2.5;""2018-12-01T06:45:00+01:00"";16",407
"PM2.5;""2018-12-01T07:00:00+01:00"";16",386
"PM2.5;""2018-12-01T07:15:00+01:00"";16",408
"PM2.5;""2018-12-01T07:30:00+01:00"";16",411
"PM2.5;""2018-12-01T07:45:00+01:00"";16",39
"PM2.5;""2018-12-01T08:00:00+01:00"";16",363
"PM2.5;""2018-12-01T08:15:00+01:00"";16",322
"PM2.5;""2018-12-01T08:30:00+01:00"";16",267
"PM2.5;""2018-12-01T08:45:00+01:00"";16",203
"PM2.5;""2018-12-01T09:00:00+01:00"";16",142
"PM2.5;""2018-12-01T09:15:00+01:00"";16",116
"PM2.5;""2018-12-01T09:30:00+01:00"";16",69
"PM2.5;""2018-12-01T09:45:00+01:00"";16",17
"PM2.5;""2018-12-01T10:00:00+01:00"";15",939
"PM2.5;""2018-12-01T10:15:00+01:00"";15",906
"PM2.5;""2018-12-01T10:30:00+01:00"";15",888
"PM2.5;""2018-12-01T10:45:00+01:00"";15",884
"PM2.5;""2018-12-01T11:00:00+01:00"";15",799
"PM2.5;""2018-12-01T11:15:00+01:00"";15",735
"PM2.5;""2018-12-01T11:30:00+01:00"";15",656
"PM2.5;""2018-12-01T11:45:00+01:00"";15",602
"PM2.5;""2018-12-01T12:00:00+01:00"";15",583
"PM2.5;""2018-12-01T12:15:00+01:00"";15",565
"PM2.5;""2018-12-01T12:30:00+01:00"";15",489
"PM2.5;""2018-12-01T12:45:00+01:00"";15",371
"PM2.5;""2018-12-01T13:00:00+01:00"";15",255
"PM2.5;""2018-12-01T13:15:00+01:00"";15",14
"PM2.5;""2018-12-01T13:30:00+01:00"";15",42
"PM2.5;""2018-12-01T13:45:00+01:00"";14",988
"PM2.5;""2018-12-01T14:00:00+01:00"";14",916
"PM2.5;""2018-12-01T14:15:00+01:00"";14",901
"PM2.5;""2018-12-01T14:30:00+01:00"";14",879
"PM2.5;""2018-12-01T14:45:00+01:00"";14",86
"PM2.5;""2018-12-01T15:00:00+01:00"";14",819
"PM2.5;""2018-12-01T15:15:00+01:00"";14",776
"PM2.5;""2018-12-01T15:30:00+01:00"";14",715
"PM2.5;""2018-12-01T15:45:00+01:00"";14",696
"PM2.5;""2018-12-01T16:00:00+01:00"";14",691
"PM2.5;""2018-12-01T16:15:00+01:00"";14",672
"PM2.5;""2018-12-01T16:30:00+01:00"";14",692
"PM2.5;""2018-12-01T16:45:00+01:00"";14",704
"PM2.5;""2018-12-01T17:00:00+01:00"";14",748
"PM2.5;""2018-12-01T17:15:00+01:00"";14",798
"PM2.5;""2018-12-01T17:30:00+01:00"";14",869
"PM2.5;""2018-12-01T17:45:00+01:00"";14",924
"PM2.5;""2018-12-01T18:00:00+01:00"";14",959
"PM2.5;""2018-12-01T18:15:00+01:00"";14",972
"PM2.5;""2018-12-01T18:30:00+01:00"";14",994
"PM2.5;""2018-12-01T18:45:00+01:00"";14",992
"PM2.5;""2018-12-01T19:00:00+01:00"";14",972
"PM2.5;""2018-12-01T19:15:00+01:00"";14",963
"PM2.5;""2018-12-01T19:30:00+01:00"";14",963
"PM2.5;""2018-12-01T19:45:00+01:00"";14",984
"PM2.5;""2018-12-01T20:00:00+01:00"";14",975
"PM2.5;""2018-12-01T20:15:00+01:00"";14",957
"PM2.5;""2018-12-01T20:30:00+01:00"";14",951
"PM2.5;""2018-12-01T20:45:00+01:00"";14",946
"PM2.5;""2018-12-01T21:00:00+01:00"";14",934
"PM2.5;""2018-12-01T21:15:00+01:00"";14",928
"PM2.5;""2018-12-01T21:30:00+01:00"";14",924
"PM2.5;""2018-12-01T21:45:00+01:00"";14",915
"PM2.5;""2018-12-01T22:00:00+01:00"";14",893
"PM2.5;""2018-12-01T22:15:00+01:00"";14",857
"PM2.5;""2018-12-01T22:30:00+01:00"";14",795
"PM2.5;""2018-12-01T22:45:00+01:00"";14",699
"PM2.5;""2018-12-01T23:00:00+01:00"";14",608
"PM2.5;""2018-12-01T23:15:00+01:00"";14",522
"PM2.5;""2018-12-01T23:30:00+01:00"";14",415
"PM2.5;""2018-12-01T23:45:00+01:00"";14",279
"PM2.5;""2018-12-02T00:00:00+01:00"";14",138
"PM2.5;""2018-12-02T00:15:00+01:00"";13",991
"PM2.5;""2018-12-02T00:30:00+01:00"";13",839
"PM2.5;""2018-12-02T00:45:00+01:00"";13",671
"PM2.5;""2018-12-02T01:00:00+01:00"";13",493
"PM2.5;""2018-12-02T01:15:00+01:00"";13",317
"PM2.5;""2018-12-02T01:30:00+01:00"";13",132
"PM2.5;""2018-12-02T01:45:00+01:00"";12",931
"PM2.5;""2018-12-02T02:00:00+01:00"";12",722
"PM2.5;""2018-12-02T02:15:00+01:00"";12",512
"PM2.5;""2018-12-02T02:30:00+01:00"";12",324
"PM2.5;""2018-12-02T02:45:00+01:00"";12",117
"PM2.5;""2018-12-02T03:00:00+01:00"";11",91
"PM2.5;""2018-12-02T03:15:00+01:00"";11",703
"PM2.5;""2018-12-02T03:30:00+01:00"";11",499
"PM2.5;""2018-12-02T03:45:00+01:00"";11",284
"PM2.5;""2018-12-02T04:00:00+01:00"";11",74
"PM2.5;""2018-12-02T04:15:00+01:00"";10",872
"PM2.5;""2018-12-02T04:30:00+01:00"";10",674
"PM2.5;""2018-12-02T04:45:00+01:00"";10",462
"PM2.5;""2018-12-02T05:00:00+01:00"";10",254
"PM2.5;""2018-12-02T05:15:00+01:00"";10",64
"PM2.5;""2018-12-02T05:30:00+01:00"";9",864
"PM2.5;""2018-12-02T05:45:00+01:00"";9",663
"PM2.5;""2018-12-02T06:00:00+01:00"";9",472
"PM2.5;""2018-12-02T06:15:00+01:00"";9",295
"PM2.5;""2018-12-02T06:30:00+01:00"";9",122
"PM2.5;""2018-12-02T06:45:00+01:00"";8",953
"PM2.5;""2018-12-02T07:00:00+01:00"";8",795
"PM2.5;""2018-12-02T07:15:00+01:00"";8",612
"PM2.5;""2018-12-02T07:30:00+01:00"";8",43
"PM2.5;""2018-12-02T07:45:00+01:00"";8",273
"PM2.5;""2018-12-02T08:00:00+01:00"";8",106
"PM2.5;""2018-12-02T08:15:00+01:00"";7",961
"PM2.5;""2018-12-02T08:30:00+01:00"";7",824
"PM2.5;""2018-12-02T08:45:00+01:00"";7",692
"PM2.5;""2018-12-02T09:00:00+01:00"";7",561
"PM2.5;""2018-12-02T09:15:00+01:00"";7",408
"PM2.5;""2018-12-02T09:30:00+01:00"";7",257
"PM2.5;""2018-12-02T09:45:00+01:00"";7",136
"PM2.5;""2018-12-02T10:00:00+01:00"";7",31
"PM2.5;""2018-12-02T10:15:00+01:00"";6",931
"PM2.5;""2018-12-02T10:30:00+01:00"";6",828
"PM2.5;""2018-12-02T10:45:00+01:00"";6",699
"PM2.5;""2018-12-02T11:00:00+01:00"";6",588
"PM2.5;""2018-12-02T11:15:00+01:00"";6",505
"PM2.5;""2018-12-02T11:30:00+01:00"";6",43
"PM2.5;""2018-12-02T11:45:00+01:00"";6",359
"PM2.5;""2018-12-02T12:00:00+01:00"";6",3
"PM2.5;""2018-12-02T12:15:00+01:00"";6",218
"PM2.5;""2018-12-02T12:30:00+01:00"";6",154
"PM2.5;""2018-12-02T12:45:00+01:00"";6",119
"PM2.5;""2018-12-02T13:00:00+01:00"";6",79
"PM2.5;""2018-12-02T13:15:00+01:00"";6",35
"PM2.5;""2018-12-02T13:30:00+01:00"";5",989
"PM2.5;""2018-12-02T13:45:00+01:00"";5",932
"PM2.5;""2018-12-02T14:00:00+01:00"";5",878
"PM2.5;""2018-12-02T14:15:00+01:00"";5",806
"PM2.5;""2018-12-02T14:30:00+01:00"";5",741
"PM2.5;""2018-12-02T14:45:00+01:00"";5",666
"PM2.5;""2018-12-02T15:00:00+01:00"";5",612
"PM2.5;""2018-12-02T15:15:00+01:00"";5",571
"PM2.5;""2018-12-02T15:30:00+01:00"";5",526
"PM2.5;""2018-12-02T15:45:00+01:00"";5",466
"PM2.5;""2018-12-02T16:00:00+01:00"";5",421
"PM2.5;""2018-12-02T16:15:00+01:00"";5",345
"PM2.5;""2018-12-02T16:30:00+01:00"";5",27
"PM2.5;""2018-12-02T16:45:00+01:00"";5",236
